group,query,rank,id,title,author,likes,comments,score,detail_sample
state_core,上学 精神状态,6,67d4382e000000001e00b1a7,大学能不能还给大学生成年人类的自由,氪氟,23572,2445,15,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""cursor_score"": """", ""items"": [{""id"": ""67d4382e000000001e00b1a7"", ""model_type"": ""note"", ""note_card"": {""note_id"": ""67d4382e000000001e00b1a7"", ""user"": {""user_id"": ""5d839233000000000100a8de"", ""nickname"": ""氪氟"", ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31a7tb5g66q6g5nc3i8pg9a6um0fonog"", ""xsec_token"": ""ABYNnFNnOMY_w4Rds559_KMSbu-0Ff2WL54tabxeB4UAk=""}, ""tag_list"": [{""type"": ""topic"", ""id"": ""5ef0c787000000000101f13a"", ""name"": ""大学生社会""}, {""id"": ""5e95e8d4000000000100bc79"", ""name"": ""现代大学生"", ""type"": ""topic""}, {""name"": ""大学生活"", ""type"": ""topic"", ""id"": ""60a7976600000000010073f5""}, {""type"": ""topic"", ""id"": ""6358a685000000000101fbbc"", ""name"": ""大学生精神状态很稳定呀""}, {""type"": ""topic"", ""id"": ""606b0a7d000000000100440c"", ""name"": ""发疯""}], ""at_user_list"": [], ""time"": 1741961262000, ""last_update_time"": 1741961262000, ""type"": ""normal"", ""title"": ""大学能不能还给大学生成年人类的自由"", ""desc"": ""一想到大学里面实习，怀孕，晚自习，查寝，家长同意书会同时出现就想笑哈[再见R] #大学生社会[话题]# #现代大学生[话题]# #大学生活[话题]# #大学生精神状态很稳定呀[话题]# #发疯[话题]#"", ""interact_info"": {""comment_count"": ""2445"", ""share_count"": ""3884"", ""followed"": false, ""relation"": ""none"", ""liked"": false, ""liked_count"": ""2.4万"", ""collected"": false, ""collected_count"": ""1293""}, ""image_list"": [{""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081904/6e847af4ca7a522b817febec31180f2b/1040g00831f0tuv4flu605nc3i8pg9a6usjp5c70!nd_prv_wlt"
state_core,大学生 精神状态,8,68031be6000000001c00af16,大学水课就是一场巨大的狼人杀,小红薯66E8F3B8,6561,1159,13,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""cursor_score"": """", ""items"": [{""id"": ""68031be6000000001c00af16"", ""model_type"": ""note"", ""note_card"": {""last_update_time"": 1745034214000, ""note_id"": ""68031be6000000001c00af16"", ""title"": ""大学水课就是一场巨大的狼人杀"", ""desc"": ""上课铃：天黑请闭眼。\n老师请睁眼，请问你今天要点谁的名字呢？\n老师请闭眼。\n学委请睁眼，已知老师今天点名点到了没来的同学，请问你要以“他在卫生间”/“他请假了”为理由来救他吗？\n同时，你还可以向老师举报其他没有到的同学，请问你要举报吗？\n学委请闭眼。\n准备第一节课课间就走的同学请睁眼，请赌老师会不会进行第二轮点名。\n同学请闭眼。\n代课请睁眼，请你选择是否签到，保护请你代课的同学。\n代课请闭眼。\n下课铃：天亮了，昨晚是个平安夜/xxx逃课被抓住了了。\n\t\n老师-狼人，学委-女巫，准备走的同学-预言家，代课-守卫\n多么完美的狼人杀#大学生[话题]# #大学[话题]# #当代大学生精神状态[话题]# #大学精神状态[话题]# #上课[话题]# #当代大学课堂[话题]# #独处是大学里最宝贵的技能[话题]# #大学生精神[话题]# #易碎大学生[话题]# #当代大学生上课[话题]# #狼人杀[话题]#"", ""image_list"": [{""trace_id"": """", ""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/eb035704113485d1e4db35bbf77cae64/notes_pre_post/1040g3k831gencp3h3s605pn7ti1ncdqnfk7p6s0!nd_prv_wlteh_webp_3""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/6ae812e75fc57b9c858ce234ffbe56fa/notes_pre_post/1040g3k831gencp3h3s605pn7ti1ncdqnfk7p6s0!nd_dft_wlteh_webp_3""}], ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081905/eb035704113485d1e4db35bbf77cae64/notes_pre_post/1040g3k831gencp3h3s605pn7ti1ncdqnfk7p6s0!nd_prv_wlteh_webp_3"", ""live_photo"": false, ""file_id"": """", ""width"": 1200, ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/6ae812e75fc57b9c"
state_core,上学 精神状态,4,690b81b100000000030357a1,,Sea.€,15871,1130,13,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""cursor_score"": """", ""items"": [{""id"": ""690b81b100000000030357a1"", ""model_type"": ""note"", ""note_card"": {""interact_info"": {""liked"": false, ""liked_count"": ""1.6万"", ""collected"": false, ""collected_count"": ""3407"", ""comment_count"": ""1130"", ""share_count"": ""1000"", ""followed"": false, ""relation"": ""none""}, ""image_list"": [{""height"": 1600, ""width"": 1200, ""trace_id"": """", ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081905/394a642218914d4b13056836b0386f8e/1040g00831ogs69f76m005pj5efo1ojd601or8eo!nd_prv_wlteh_webp_3"", ""live_photo"": false, ""file_id"": """", ""url"": """", ""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/394a642218914d4b13056836b0386f8e/1040g00831ogs69f76m005pj5efo1ojd601or8eo!nd_prv_wlteh_webp_3""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/871dc5aac2f614a4781c1770a59e9d37/1040g00831ogs69f76m005pj5efo1ojd601or8eo!nd_dft_wlteh_webp_3""}], ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/871dc5aac2f614a4781c1770a59e9d37/1040g00831ogs69f76m005pj5efo1ojd601or8eo!nd_dft_wlteh_webp_3"", ""stream"": {}}], ""at_user_list"": [], ""time"": 1762361777000, ""last_update_time"": 1762361778000, ""type"": ""normal"", ""desc"": ""感觉大二现在没心气了。。。\n这学期以来，课越来越多，我不是一个很喜欢参加学校活动的人，也没有谈恋爱，除了舍友外没有任何社交，也不会打游戏，也没有任何兴趣爱好，每天都是教学楼，食堂，宿舍三点一线，大一的时候还会抽空出去逛个街买买衣服，逛逛kkv，muji或者x11，空闲的下午还会去打卡咖啡店，给自己找些有意"
state_core,上学 精神状态,9,69bcb152000000001b023167,我古怪又抽象的上学日记、、,暴躁小鲸,13382,707,13,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""current_time"": 1778238304673, ""cursor_score"": """", ""items"": [{""note_card"": {""note_id"": ""69bcb152000000001b023167"", ""title"": ""我古怪又抽象的上学日记、、"", ""user"": {""nickname"": ""暴躁小鲸"", ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/64f98011f1c1fafcce5ebf76.jpg"", ""xsec_token"": ""ABBJDit1VUZrPV1LJXC46i3ti0g1n3APt3ifFkYaPGd2E="", ""user_id"": ""620fbc2e000000001000d310""}, ""time"": 1773973842000, ""last_update_time"": 1776423774000, ""share_info"": {""un_share"": false}, ""type"": ""normal"", ""desc"": ""#搞笑[话题]# #搞笑的日常[话题]# #研究生日常[话题]# #朋友圈文案[话题]# #plog[话题]# #抽象[话题]# #上学日记[话题]# #日常文案[话题]# #美好生活的记录者[话题]# #我爱上学[话题]##小红书REDSCHOOL[话题]#"", ""interact_info"": {""share_count"": ""3611"", ""followed"": false, ""relation"": ""none"", ""liked"": false, ""liked_count"": ""1.3万"", ""collected"": false, ""collected_count"": ""2053"", ""comment_count"": ""707""}, ""image_list"": [{""height"": 2560, ""width"": 1920, ""url"": """", ""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/ea92fc7901d6f4be0208bd2702fbf2e7/1040g00831ttus2kjn8005ogfngn41kogd8jsuro!nd_prv_wlteh_webp_3""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/c81eeaab356a9419e523ea64f163472a/1040g00831ttus2kjn8005ogfngn41kogd8jsuro!nd_dft_wlteh_webp_3""}], ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/c81eeaab356a9419e523ea64f163472a/1040g00831ttus2kjn8005ogfngn41kogd8j"
state_core,大学生 精神状态,1,69e5e96f000000002102e9a8,大学正在逼死我,小羊忘汪旺😘,3603,447,8,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""cursor_score"": """", ""items"": [{""id"": ""69e5e96f000000002102e9a8"", ""model_type"": ""note"", ""note_card"": {""user"": {""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qj8rfrnno5g5nm8ggj08kiseq32u60"", ""xsec_token"": ""ABfL32te6Tbx-JlXqcCCQ4EaPkF-KhRaunbC0BiJuQavY="", ""user_id"": ""5ec88426000000000100525c"", ""nickname"": ""小羊忘汪旺😘""}, ""interact_info"": {""share_count"": ""463"", ""followed"": false, ""relation"": ""none"", ""liked"": false, ""liked_count"": ""3603"", ""collected"": false, ""collected_count"": ""495"", ""comment_count"": ""447""}, ""image_list"": [{""height"": 2400, ""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/ffb1c9a70047a9fac512fdcdfd75511d/1040g2sg31v66bk672iig5nm8ggj08kis72t8qe8!nd_prv_wlteh_webp_3""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/0452d09aa17ecc1ae66e50cb50571b64/1040g2sg31v66bk672iig5nm8ggj08kis72t8qe8!nd_dft_wlteh_webp_3""}], ""stream"": {}, ""trace_id"": """", ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081905/ffb1c9a70047a9fac512fdcdfd75511d/1040g2sg31v66bk672iig5nm8ggj08kis72t8qe8!nd_prv_wlteh_webp_3"", ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/0452d09aa17ecc1ae66e50cb50571b64/1040g2sg31v66bk672iig5nm8ggj08kis72t8qe8!nd_dft_wlteh_webp_3"", ""live_photo"": false, ""file_id"": """", ""width"": 1440, ""url"": """"}, {""file_id"": """", ""height"": 2400, ""t"
state_core,上学 精神状态,3,69cbd4d5000000002102fc69,大学你赢了,一直以来所希望的是,4247,350,8,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""items"": [{""id"": ""69cbd4d5000000002102fc69"", ""model_type"": ""note"", ""note_card"": {""interact_info"": {""collected"": false, ""collected_count"": ""212"", ""comment_count"": ""350"", ""share_count"": ""291"", ""followed"": false, ""relation"": ""none"", ""liked"": false, ""liked_count"": ""4247""}, ""time"": 1774965973000, ""last_update_time"": 1774966468000, ""share_info"": {""un_share"": false}, ""desc"": ""随便你吧，学校。而我只是一个学生。一个想睡觉的人。一个脑子不好的弱智。一个社交能力低下的外星生物。一个体能不行的废柴。放假好吗，佛在救你。#大学[话题]# #大学生崩溃瞬间[话题]# #本来上学就烦[话题]# #好想退学[话题]#"", ""user"": {""xsec_token"": ""ABe3UaMuUWXjI5xvZpoLdXDW6pts8NtIIQPBFyRltazj4="", ""user_id"": ""662c9054000000000303231c"", ""nickname"": ""一直以来所希望的是"", ""avatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31vrtdcqb2qeg5phci1a0u8osb8d7f0g""}, ""title"": ""大学你赢了"", ""image_list"": [{""url"": """", ""trace_id"": """", ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081905/ea088d173c3f331f88e096c731a07a32/1040g2sg31ucntu06iic05phci1a0u8os3cbtcio!nd_prv_wlteh_webp_3"", ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/ba7e608d9d5e9730888093cf55806021/1040g2sg31ucntu06iic05phci1a0u8os3cbtcio!nd_dft_wlteh_webp_3"", ""file_id"": """", ""height"": 1600, ""width"": 1200, ""info_list"": [{""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/ea088d173c3f331f88e096c731a07a32/1040g2sg31ucntu06iic05phci1a0u8os3cbtcio!nd_prv_wlteh_webp_3"", ""image_scene"": ""WB_PRV""}, {""image_scene"": ""WB_DFT"", "
state_core,今日精神状态,6,69fd4de3000000001e00d956,今日的精神状态,偷偷潜水的成哥,445,98,7,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""cursor_score"": """", ""items"": [{""id"": ""69fd4de3000000001e00d956"", ""model_type"": ""note"", ""note_card"": {""interact_info"": {""share_count"": ""4"", ""followed"": false, ""relation"": ""none"", ""liked"": false, ""liked_count"": ""446"", ""collected"": false, ""collected_count"": ""4"", ""comment_count"": ""98""}, ""image_list"": [{""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/78ee9b63982eb86f15890294cfbef8cb/notes_uhdr/1040g3qo31vt201tqiq705o966dlg8akv2t7n3e0!nd_prv_wgth_webp_3""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/6d754e64aa2a55ff50594715fef1c3ab/notes_uhdr/1040g3qo31vt201tqiq705o966dlg8akv2t7n3e0!nd_dft_wgth_webp_3""}], ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081905/78ee9b63982eb86f15890294cfbef8cb/notes_uhdr/1040g3qo31vt201tqiq705o966dlg8akv2t7n3e0!nd_prv_wgth_webp_3"", ""stream"": {""h264"": [{""backup_urls"": [""http://sns-bak-v1.xhscdn.com/stream/1/10/19/01e9fd4de2134912010050039e0578a6b0_19.mp4""], ""master_url"": ""http://sns-video-hs.xhscdn.com/stream/1/10/19/01e9fd4de2134912010050039e0578a6b0_19.mp4?sign=9cfa6afc24c0c09efc545e315e5b94f2&t=6a0260a6""}], ""h265"": [], ""h266"": [], ""av1"": []}, ""live_photo"": true, ""height"": 3024, ""trace_id"": """", ""url"": """", ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/6d754e64aa2a55ff50594715fef1c3ab/notes_uhdr/1040g3qo31vt201tqi"
state_core,大学生 精神状态,3,69fc04ba00000000380372f3,棒棒预警⚠️大学生五一返校精神状态实录,支付宝学生模式,66,68,6,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""cursor_score"": """", ""items"": [{""id"": ""69fc04ba00000000380372f3"", ""model_type"": ""note"", ""note_card"": {""type"": ""normal"", ""image_list"": [{""url"": """", ""trace_id"": """", ""url_pre"": ""http://sns-webpic-qc.xhscdn.com/202605081905/594195c9d2b6e3490c155ce1a7e68579/spectrum/1040g0k031vropckj48005pkcorngubq3k4eva00!nd_prv_wlteh_webp_3"", ""height"": 2730, ""width"": 2048, ""url_default"": ""http://sns-webpic-qc.xhscdn.com/202605081905/c3d924316d6aaa80512c58b254ff52a3/spectrum/1040g0k031vropckj48005pkcorngubq3k4eva00!nd_dft_wlteh_webp_3"", ""stream"": {}, ""live_photo"": false, ""file_id"": """", ""info_list"": [{""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/594195c9d2b6e3490c155ce1a7e68579/spectrum/1040g0k031vropckj48005pkcorngubq3k4eva00!nd_prv_wlteh_webp_3"", ""image_scene"": ""WB_PRV""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/c3d924316d6aaa80512c58b254ff52a3/spectrum/1040g0k031vropckj48005pkcorngubq3k4eva00!nd_dft_wlteh_webp_3""}]}, {""info_list"": [{""image_scene"": ""WB_PRV"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/225cb07f7ff216d5c6b39b9446e638cf/spectrum/1040g0k031vropckj480g5pkcorngubq3hpbdud0!nd_prv_wlteh_webp_3""}, {""image_scene"": ""WB_DFT"", ""url"": ""http://sns-webpic-qc.xhscdn.com/202605081905/06a82984c33aea353e70094f26031b11/spectrum/1040g0k031vropckj480g5pkcorngubq3hpbdud0!nd_dft_wlteh_webp_3""}], ""url_pre"": """
scene_daily,宿舍 精神状态,2,6790a532000000001902db4b,私密性的缺失是大学生活里最大的bug,碎嘴贝塔,17461,1712,15,"{""ok"": true, ""schema_version"": ""1"", ""data"": {""current_time"": 1778238315556, ""cursor_score"": """", ""items"": [{""id"": ""6790a532000000001902db4b"", ""model_type"": ""note"", ""note_card"": {""type"": ""normal"", ""title"": ""私密性的缺失是大学生活里最大的bug"", ""tag_list"": [{""id"": ""62215ef800000000010025c4"", ""name"": ""大大方方做自己"", ""type"": ""topic""}, {""name"": ""自我成长"", ""type"": ""topic"", ""id"": ""5c7119c4000000000d01b242""}, {""id"": ""62b1d5660000000001000290"", ""name"": ""大学生精神状态"", ""type"": ""topic""}, {""type"": ""topic"", ""id"": ""6646ec41000000001b03e815"", ""name"": ""unichi南非醉茄小熊""}, {""type"": ""topic"", ""id"": ""5bf76a432f2c08000100c90d"", ""name"": ""unichi""}, {""id"": ""60d02cea000000000101e96a"", ""name"": ""拒绝内耗"", ""type"": ""topic""}, {""type"": ""topic"", ""id"": ""5c2565830000000008015f99"", ""name"": ""文字的力量""}, {""id"": ""5d6e8c34000000000103e882"", ""name"": ""社交能力"", ""type"": ""topic""}, {""id"": ""5c2ade6c0000000008017d99"", ""name"": ""宿舍关系"", ""type"": ""topic""}, {""type"": ""topic"", ""id"": ""64d62c4b000000001403b2b1"", ""name"": ""大学生一定要打破信息差""}], ""last_update_time"": 1738414957000, ""time"": 1737540074000, ""share_info"": {""un_share"": false}, ""note_id"": ""6790a532000000001902db4b"", ""desc"": ""#大大方方做自己[话题]#\n理解了自己为什么在学校这么不稳定\n情绪、食欲、睡眠都好像过山车\n也理解了为什么我们总是被各种“独居生活”吸引\n一度认为那是消费主义的房间装横让人向往\n假期回家才突然发现那个小小的房间的独特魅力\n——那是个人生活和社会生活的边界\n\t\n人是需要私密空间的\n你爱一个人哭就哭爱打电话就打电话\n睡在地上打滚也随意\n一边自言自语一边哭也不担心之后有人打趣你的狼狈\n兴高采烈地打打电话没人在旁边突然和你同频共笑\n规划未来的时候没人旁敲侧击暗搓搓的把你划为竞争对象\n\t\n但是在现在的宿舍制度下没有这样的地方\n每次回家返校就是由奢入俭难\n有时候真佩服自己能够过"
scene_daily,宿舍 精神状态,10,666980120000000006004384,找到大学宿舍反人类的原因了,明冬,10400,930,15,{}
